,Artist_Name,Track_Name,Popularity,danceability,energy,loudness,mode,speechiness,acousticness,liveness,valence,tempo,time_signature,Genre,duration_in_min
1367,little hurricane,Sun Sets West,33.0,0.439,0.698,-6.764,1,0.0643,0.171,0.286,0.815,112.726,3.0,10.0,2.48
1368,"Charles Gounod, Yo-Yo Ma",Ave Maria,59.0,0.132,0.0195,-29.76,1,0.0445,0.993,0.0569,0.14,81.616,3.0,7.0,2.721116667
1369,Patti Smith,People Have the Power,51.0,0.622,0.737,-9.296,1,0.0289,0.0349,0.318,0.742,130.255,4.0,6.0,5.173333333333333
1370,Fun Lovin' Criminals,Scooby Snacks,57.0,0.76,0.577,-7.899,1,0.0339,0.0139,0.0745,0.293,104.61,4.0,10.0,3.066666666666667
1371,John Diva & the Rockets of Love,American Amadeus,29.0,0.446,0.973,-4.111,1,0.0539,0.0156,0.322,0.52,169.998,4.0,8.0,4.014
1372,Hole,Doll Parts,61.0,0.245,0.542,-7.159,1,0.0324,0.147,0.102,0.365,204.824,4.0,10.0,3.5326666666666666
1373,Les Sexareenos,(Oh Mom) Teach Me How to Uncle Willy,10.0,0.34,0.807,-8.196,1,0.0528,0.657,0.266,0.858,205.773,4.0,2.0,2.5731166666666665
1374,The Seeds,It's A Hard Life,20.0,0.679,0.489,-14.14,0,0.0327,0.0224,0.0848,0.863,102.357,4.0,2.0,2.674933333333333
1375,Babyface Ray,Allowance (feat. Kash Doll),51.0,0.77,0.748,-4.944,1,0.0449,0.00651,0.144,0.263,101.501,4.0,5.0,2.3913333333333333
1376,Allison Ponthier,Harshest Critic,45.0,0.542,0.493,-8.022,1,0.0254,0.861,0.151,0.273,101.022,4.0,9.0,3.270183333333333
1377,Devin Townsend,Genesis,41.0,0.536,0.841,-9.336,1,0.0912,0.00112,0.645,0.216,128.04,4.0,8.0,6.097683333333333
1378,Remi Wolf,Hello Hello Hello,54.0,0.736,0.669,-8.305,1,0.136,0.107,0.224,0.797,86.531,4.0,6.0,2.86705
1379,HAIM,The Wire,61.0,0.548,0.632,-5.569,1,0.145,0.0126,0.0769,0.535,113.682,4.0,6.0,4.096666666666667
1380,Carrie Underwood,Before He Cheats,75.0,0.519,0.749,-3.318,0,0.0405,0.271,0.119,0.29,147.905,4.0,4.0,3.33245
1381,ED.,Sonic Boom,32.0,0.899,0.726,-9.273,1,0.172,0.000726,0.109,0.708,115.009,4.0,6.0,3.6522666666666668
1382,"Nazia Hassan, Feroz Khan",Aap Jaisa Koi - Qurbani / Soundtrack Version,45.0,0.712,0.529,-8.46,1,0.0411,0.728,0.371,0.962,108.363,4.0,3.0,4.151783333
1383,bl00dwave,Pink Skies,25.0,0.717,0.534,-11.072,1,0.0333,0.68,0.0716,0.124,99.998,4.0,6.0,2.64
1384,HUNNY,Xbox Luvr,52.0,0.693,0.824,-8.139,0,0.0415,0.00726,0.0826,0.822,108.018,4.0,10.0,2.945133333333333
1385,Aaron Aye,Potion,26.0,0.396,0.474,-5.725,1,0.0625,0.629,0.295,0.699,70.551,4.0,9.0,2.8360666666666665
1386,renforshort,"fuck, i luv my friends",3.0,0.443,0.551,-5.667,1,0.026,0.121,0.334,0.683,168.099,4.0,9.0,2.7308666666666666
1387,Briston Maroney,Bottle Rocket,54.0,0.583,0.931,-4.975,0,0.125,0.0174,0.405,0.319,127.034,4.0,10.0,3.1726666666666667
1388,Tee Grizzley,White Lows Off Designer (feat. Lil Durk),68.0,0.747,0.574,-6.587,1,0.24,0.561,0.1,0.436,127.981,4.0,5.0,2.9171833333333335
1389,DMX,X Gon' Give It To Ya,78.0,0.761,0.899,-3.09,0,0.183,0.0135,0.0719,0.673,95.027,4.0,5.0,3.62645
1390,Plainride,Devil At Your Heels,35.0,0.478,0.834,-6.891,0,0.0439,0.00138,0.0588,0.387,139.995,4.0,8.0,6.49245
1391,Like A Storm,Teardrop,42.0,0.445,0.779,-7.435,1,0.044,0.0236,0.121,0.25,75.983,4.0,10.0,3.9768833333333333
1392,Heart,What About Love?,51.0,0.257,0.595,-6.692,0,0.0354,0.444,0.416,0.294,160.6,4.0,10.0,3.7
1393,"Arijit Singh, Parampara Tandon",Pal Pal Dil Ke Paas- Title Track,54.0,0.56,0.512,-7.185,0,0.0333,0.592,0.056,0.39,123.991,4.0,3.0,4.241933333
1394,Anz,Unravel in the Designated Zone,41.0,0.733,0.762,-6.516,0,0.068,0.000433,0.384,0.749,130.005,4.0,6.0,4.8
1395,Bile,In League,36.0,0.497,0.909,-11.786,0,0.0802,2.08e-05,0.68,0.125,139.915,4.0,8.0,4.867283333333333
1396,Maisie Peters,"I'll Be There For You - Recorded at Metropolis Studios, London",53.0,0.528,0.116,-14.375,1,0.0388,0.94,0.108,0.438,78.245,4.0,0.0,2.81331667
1397,Emma Hoet,jeunesse exemplaire,37.0,0.715,0.645,-6.84,0,0.0497,0.399,0.115,0.316,117.023,4.0,6.0,3.81355
1398,Quaker City Night Hawks,Suit in the Back,38.0,0.744,0.562,-8.883,0,0.0327,0.0836,0.149,0.523,104.035,4.0,2.0,2.88755
1399,The Clovers,"Hey, Miss Fannie - 2007 Remaster",35.0,0.613,0.279,-13.187,1,0.0432,0.757,0.0874,0.955,165.259,4.0,2.0,2.433333333333333
1400,Son House,Death Letter Blues,45.0,0.803,0.288,-15.418,0,0.0629,0.865,0.0833,0.865,115.685,4.0,2.0,4.319333333333334
1401,Black Rebel Motorcycle Club,Spread Your Love,61.0,0.415,0.901,-3.124,1,0.0428,0.00987,0.136,0.424,128.216,4.0,10.0,3.75555
1402,Cian Ducrot,Know Me Again (with Cate),54.0,0.558,0.407,-10.381,1,0.0281,0.842,0.107,0.478,133.959,4.0,9.0,4.25425
1403,Lita Ford,Kiss Me Deadly,57.0,0.468,0.743,-10.846,1,0.0326,0.00819,0.369,0.648,156.103,4.0,10.0,4.03
1404,LOKI,González,33.0,0.52,0.307,-16.509,1,0.0345,0.952,0.0941,0.515,140.008,4.0,6.0,3.966666666666667
1405,Miley Cyrus,Midnight Sky,79.0,0.705,0.814,-5.466,0,0.0346,0.00115,0.203,0.259,110.0,4.0,10.0,3.7213166666666666
1406,'68,Bad Bite,36.0,0.558,0.977,-5.082,1,0.211,0.000618,0.316,0.473,167.984,4.0,1.0,3.1671833333333335
1407,Mickey Hawks,Bip Bop Boom,32.0,0.421,0.922,-5.875,1,0.0601,0.501,0.0863,0.894,88.387,4.0,10.0,1.6037833333333333
1408,Jessy Martens and Band,Stronger,35.0,0.718,0.676,-7.442,0,0.0307,0.219,0.338,0.595,97.027,4.0,2.0,3.8411166666666667
1409,Volumes,holywater,42.0,0.503,0.992,-5.407,1,0.18,1.88e-05,0.327,0.113,139.965,4.0,8.0,2.74285
1410,Fredo Bang,Top (Remix) feat. Lil Durk,70.0,0.537,0.674,-6.3,1,0.274,0.0657,0.1,0.468,98.642,4.0,5.0,2.64045
1411,Gretchen Wilson,Here for the Party,65.0,0.656,0.717,-4.871,1,0.0279,0.0127,0.904,0.809,123.988,4.0,4.0,3.279333333
1412,John Cooper Clarke,(I Married a) Monster from Outer Space,31.0,0.562,0.545,-14.392,0,0.0487,0.764,0.347,0.342,132.495,4.0,6.0,3.526
1413,Alabama,High Cotton,55.0,0.661,0.581,-9.67,1,0.032,0.423,0.11,0.863,91.11,4.0,4.0,3.005333333
1414,Megadeth,Symphony Of Destruction,72.0,0.61,0.891,-5.452,0,0.0587,0.000805,0.0657,0.51,139.903,4.0,8.0,4.112216666666667
1415,Bobby Timmons Trio,They Didn't Believe Me,39.0,0.518,0.12,-25.934,1,0.0467,0.808,0.117,0.354,95.735,4.0,7.0,6.78845
1416,Earl Hooker,You Don't Want Me,49.0,0.593,0.464,-16.925,1,0.0374,0.509,0.166,0.763,113.001,4.0,2.0,5.277783333333334
1417,Highly Suspect,Little One,47.0,0.474,0.363,-7.489,1,0.0295,0.0126,0.109,0.11,139.889,3.0,1.0,4.027783333333334
1418,Amy Macdonald,This Is The Life,72.0,0.628,0.882,-5.024,0,0.0323,0.259,0.065,0.853,95.083,4.0,9.0,3.07355
1419,King Calaway,World For Two,53.0,0.677,0.446,-8.096,1,0.025,0.315,0.212,0.44,96.947,4.0,4.0,3.094
1420,cleopatrick,hometown,63.0,0.315,0.826,-4.314,0,0.0636,0.00064,0.0703,0.359,139.161,4.0,10.0,4.2678666666666665
1421,Of Monsters and Men,Sloom,46.0,0.479,0.411,-8.833,1,0.0282,0.555,0.0797,0.316,89.779,4.0,10.0,4.73245
1422,Dave Edmunds,King Of Love,28.0,0.388,0.831,-8.686,1,0.055,0.16,0.156,0.8,173.636,4.0,10.0,3.1886666666666668
1423,BLOXX,Coming Up Short,46.0,0.53,0.721,-4.599,1,0.0431,0.0047,0.0568,0.594,150.988,4.0,1.0,3.2589
1424,Masked Wolf,Astronaut In The Ocean,16.0,0.778,0.695,-6.865,0,0.0913,0.174,0.151,0.472,149.996,4.0,9.0,2.213
1425,STACEY,Strange (But I Like It),3.0,0.605,0.779,-4.816,0,0.0317,0.272,0.221,0.812,122.009,4.0,1.0,3.7466833333333334
1426,Kyuss,Son of a Bitch,34.0,0.456,0.7,-13.014,1,0.0464,0.0353,0.182,0.471,101.023,4.0,8.0,6.055116666666667
1427,Joanne Shaw Taylor,Creepin',27.0,0.427,0.85,-5.524,1,0.0407,0.0493,0.348,0.695,135.208,4.0,2.0,3.6905
1428,Minutemen,Corona,54.0,0.47,0.913,-10.196,1,0.0343,6.59e-05,0.222,0.977,130.425,4.0,1.0,2.42555
1429,fern,Wasting Time,38.0,0.542,0.752,-6.463,1,0.218,0.229,0.129,0.514,172.511,4.0,6.0,2.411766666666667
1430,Luke Combs,Cold As You,70.0,0.598,0.846,-4.956,1,0.0355,0.0527,0.113,0.328,144.04,4.0,4.0,3.101783333
1432,Sonder,Nobody But You,73.0,0.637,0.299,-11.314,1,0.0366,0.742,0.359,0.364,83.872,4.0,6.0,3.5535666666666668
1433,Biffy Clyro,End Of,42.0,0.474,0.956,-4.442,0,0.0809,0.00124,0.114,0.589,168.148,3.0,6.0,4.623783333333333
1434,The Only Ones,"Another Girl, Another Planet - 2008 re-mastered version",51.0,0.325,0.838,-6.501,0,0.144,0.0327,0.126,0.449,156.507,4.0,10.0,3.01955
1435,The Vintage Caravan,Whispers,32.0,0.259,0.976,-4.654,0,0.1,1.17e-05,0.2,0.283,149.351,4.0,8.0,3.7492666666666667
1436,Pepper,Warning (feat. Stick Figure),51.0,0.801,0.527,-7.191,0,0.118,0.0192,0.131,0.52,76.022,4.0,10.0,3.8693333333333335
1437,Machine Gun Kelly,DAYWALKER! (feat. CORPSE),79.0,0.632,0.922,-2.173,1,0.0794,0.00558,0.0927,0.497,88.972,4.0,10.0,2.2957833333333335
1438,Sepultura,Orgasmatron,49.0,0.495,0.98,-5.467,1,0.091,0.000177,0.227,0.326,138.217,4.0,8.0,4.2397833333333335
1439,Belle Mt.,Famous Son,36.0,0.72,0.742,-5.889,1,0.0559,0.0324,0.306,0.718,118.063,4.0,10.0,3.00935
1440,From Sorrow To Serenity,Red Mist,27.0,0.282,0.903,-5.554,1,0.0633,4.25e-05,0.0838,0.276,177.097,4.0,8.0,3.739716666666667
1441,Built To Spill,Mountain Top,29.0,0.503,0.759,-8.7,1,0.0315,0.00755,0.338,0.965,142.856,4.0,6.0,2.0960833333333335
1442,Svalbard,Listen to Someone,38.0,0.225,0.926,-5.378,0,0.0556,1.27e-05,0.0804,0.165,128.574,3.0,8.0,5.175783333333333
1443,Lil Zay Osama,61st to 64th,56.0,0.843,0.535,-8.922,1,0.507,0.403,0.101,0.409,73.063,4.0,5.0,2.030883333333333
1444,Fontaines D.C.,I Don't Belong,50.0,0.657,0.716,-7.76,0,0.0264,0.2,0.173,0.513,112.045,4.0,6.0,4.51845
1445,Bryce Janey,Funky Guitar Blues,43.0,0.563,0.871,-5.825,1,0.029,0.000197,0.0928,0.517,114.894,4.0,2.0,4.36045
1446,Pharrell Williams,Frontin' (feat. Jay-Z) - Club Mix,66.0,0.894,0.404,-5.913,0,0.13,0.453,0.0801,0.759,102.009,4.0,5.0,3.9417833333333334
1447,OurR,MUNG,36.0,0.562,0.572,-5.943,1,0.03,0.0019,0.0712,0.791,120.026,4.0,10.0,4.983333333333333
1448,The Shelters,Rebel Heart,49.0,0.392,0.884,-3.374,1,0.0385,0.00132,0.35,0.508,169.123,4.0,10.0,3.982066666666667
1449,Aretha Franklin,I Get High,34.0,0.444,0.406,-12.765,0,0.0535,0.119,0.351,0.411,95.373,4.0,5.0,4.197116666666667
1450,Casper The Ghost,Again,54.0,0.572,0.73,-7.617,1,0.0358,0.00479,0.104,0.635,148.052,4.0,10.0,2.64955
1451,Alaska Reid,Oblivion,32.0,0.522,0.457,-6.094,1,0.0267,0.175,0.209,0.25,74.914,4.0,6.0,4.192983333333333
1452,MISSIO,Sing To Me,64.0,0.55,0.872,-4.742,0,0.0588,0.0864,0.0617,0.618,142.041,4.0,10.0,3.1653333333333333
1453,SAINt JHN,Roses - Imanbek Remix,47.0,0.784,0.721,-5.457,1,0.0506,0.0149,0.285,0.895,121.966,4.0,9.0,2.9369833333333335
1454,Bettye LaVette,Blues For The Weepers,33.0,0.617,0.57,-6.823,0,0.105,0.761,0.109,0.64,145.035,4.0,2.0,3.7671166666666664
1455,Big Brother & The Holding Company,Ball and Chain,53.0,0.398,0.266,-14.661,0,0.0396,0.516,0.218,0.25,81.045,4.0,10.0,9.466216666666666
1456,Kishore Kumar,Tu Rutha Dil Tuta - Yaarana / Soundtrack Version,23.0,0.237,0.484,-8.521,0,0.0363,0.9,0.0909,0.642,87.352,4.0,3.0,3.08755
1457,The Cure,Fascination Street - Remastered,52.0,0.506,0.909,-5.746,0,0.08,0.00145,0.17,0.499,100.101,4.0,10.0,5.253116666666667
1458,John Mayer,Waiting On the World to Change,73.0,0.578,0.756,-5.82,1,0.115,0.157,0.249,0.663,176.739,4.0,10.0,3.352883333333333
1459,blond,Les bonnes manières,37.0,0.762,0.471,-9.657,1,0.166,0.658,0.101,0.658,167.033,4.0,6.0,2.9828833333333336
1460,Shed Seven,Chasing Rainbows,54.0,0.202,0.853,-6.326,1,0.0475,0.0245,0.143,0.37,100.625,4.0,6.0,4.4188833333333335
1461,Everything Everything,No Reptiles,49.0,0.631,0.515,-9.038,1,0.0245,0.0339,0.116,0.381,154.935,4.0,6.0,4.714216666666666
1462,"Langhorne Slim, Jill Andrews",Sea Of Love,54.0,0.538,0.272,-10.783,1,0.0381,0.904,0.108,0.316,118.382,4.0,0.0,3.38651667
1463,Black Honey,Beaches,40.0,0.594,0.851,-3.47,1,0.0514,0.00881,0.0749,0.898,83.522,4.0,1.0,3.005933333333333
1464,Heathen,Empire of the Blind,40.0,0.474,0.974,-3.715,0,0.0688,2.26e-06,0.499,0.227,105.018,4.0,8.0,5.860216666666667
1465,KISS,Psycho Circus,49.0,0.556,0.929,-5.055,1,0.0637,7.36e-05,0.237,0.44,121.48,4.0,8.0,5.506
1466,Golden Vessel,Hesitate,59.0,0.406,0.53,-9.556,1,0.045,0.739,0.108,0.0701,122.773,4.0,6.0,4.187983333333333
1467,Beastie Boys,Intergalactic - Remastered,69.0,0.734,0.864,-6.119,1,0.303,0.022,0.246,0.47,105.932,4.0,5.0,3.858216666666667
1468,Smash Into Pieces,Merry Go Round,46.0,0.528,0.939,-3.085,1,0.0437,0.076,0.412,0.577,95.98,4.0,10.0,3.7162166666666665
1469,R.B James,Let Me Reach That Mountain,47.0,0.704,0.111,-19.914,0,0.0599,0.925,0.106,0.179,74.969,4.0,7.0,3.525
1470,All Time Low,Once In A Lifetime,68.0,0.492,0.911,-3.891,0,0.113,0.015,0.345,0.429,168.024,4.0,9.0,3.15905
1471,David Banner,Like A Pimp,58.0,0.844,0.846,-5.167,1,0.176,0.00487,0.0784,0.91,144.079,4.0,5.0,4.245116666666667
1472,Cage The Elephant,Too Late To Say Goodbye,62.0,0.482,0.55,-7.098,0,0.0356,0.135,0.294,0.105,67.559,4.0,10.0,4.213116666666667
1473,Truckfighters,Desert Cruiser,51.0,0.198,0.756,-7.04,1,0.0518,0.00229,0.16,0.246,121.924,4.0,8.0,7.499116666666667
1474,Arijit Singh,Kalank (Title Track),64.0,0.57,0.55,-8.343,1,0.035,0.524,0.0921,0.435,117.999,4.0,3.0,5.186433333
1475,Five Finger Death Punch,Lift Me Up (feat. Rob Halford of Judas Priest),61.0,0.508,0.988,-3.613,0,0.165,8.45e-05,0.209,0.174,75.018,4.0,8.0,4.103483333333333
1476,Car Bomb,Lights Out,37.0,0.284,0.951,-5.134,1,0.0992,0.000189,0.369,0.181,104.722,3.0,8.0,4.2986
1477,"Asha Bhosle, Kishore Kumar",Phool Se Galon Pe,22.0,0.52,0.37,-13.84,1,0.384,0.981,0.18,0.95,84.061,4.0,3.0,2.580266667
1478,SEND MEDICINE,She Believes in the Devil,30.0,0.596,0.658,-7.44,1,0.0337,0.258,0.0975,0.956,88.842,4.0,1.0,4.493683333333333
1479,Rauw Alejandro,El Efecto - Remix,75.0,0.771,0.769,-3.504,0,0.0694,0.18,0.345,0.931,167.969,4.0,9.0,4.83165
1480,Travis Tritt,Country Club,53.0,0.805,0.57,-8.215,1,0.0272,0.194,0.106,0.76,126.478,4.0,4.0,3.18
1481,Sorry,Starstruck - Single Version,53.0,0.608,0.759,-7.246,0,0.034,0.0569,0.169,0.861,124.504,4.0,10.0,3.4013333333333335
1482,Phoenix,If I Ever Feel Better,66.0,0.755,0.553,-9.449,0,0.107,0.0492,0.0646,0.836,119.7,4.0,6.0,4.443333333333333
1483,ghost orange,Phantoms,27.0,0.409,0.0965,-22.079,1,0.0387,0.919,0.379,0.219,135.024,3.0,6.0,3.987033333333333
1484,LOWLIVES,I Don't Like You,36.0,0.527,0.969,-3.97,1,0.0692,0.000114,0.109,0.386,125.079,4.0,10.0,2.92555
1485,Nadia Reid,Oh Canada,45.0,0.6,0.613,-10.711,1,0.0258,0.0104,0.217,0.558,129.995,4.0,6.0,4.785833333333334
1486,YSN Flow,Do It Again (feat. Doe Boy),52.0,0.729,0.741,-6.537,0,0.253,0.171,0.0972,0.877,137.457,4.0,5.0,2.5837333333333334
1487,Eli Brown,Trouble (with Talk Show),38.0,0.631,0.948,-4.459,1,0.11,0.0286,0.0556,0.57,130.053,4.0,10.0,3.28405
1488,Mooski,Track Star,81.0,0.641,0.598,-5.7,0,0.324,0.381,0.0921,0.285,131.459,5.0,5.0,3.3284333333333334
1489,Primal Scream,Rocks,60.0,0.619,0.855,-4.164,1,0.0376,0.000247,0.0318,0.935,127.671,4.0,10.0,3.6026666666666665
1490,Barracuda Sound,Eres Divina,40.0,0.93,0.409,-8.347,0,0.077,0.759,0.0925,0.927,119.875,4.0,7.0,2.784
1491,Tommy Castro,Love Is,41.0,0.76,0.776,-5.094,0,0.0645,0.0315,0.102,0.935,99.006,4.0,2.0,4.674666666666667
1492,Leon Bridges,River,74.0,0.635,0.184,-10.785,1,0.0456,0.665,0.146,0.177,128.424,4.0,2.0,4.003333333333333
1493,Hong Kong Express,"Time-Data. The Stars. The Essence. Love. Abstract Beauty. Desire. Ariseth, As The Sun.",29.0,0.637,0.287,-14.732,0,0.155,0.734,0.112,0.199,82.008,4.0,6.0,3.12195
1494,Memorex Memories,Curious Alice,47.0,0.383,0.512,-17.868,1,0.0601,0.0951,0.115,0.293,170.034,4.0,6.0,3.435966666666667
1495,Classixx,Weekends,36.0,0.722,0.727,-7.797,1,0.0382,0.00336,0.0944,0.708,116.024,4.0,6.0,3.88895
1496,Alicia Keys,No One,79.0,0.644,0.549,-5.415,0,0.0285,0.0209,0.134,0.167,90.04,4.0,9.0,4.230216666666666
1497,George Harrison,All Things Must Pass - 2020 Mix,64.0,0.46,0.586,-6.32,1,0.0281,0.446,0.0831,0.489,122.014,4.0,10.0,3.7826666666666666
1498,Aretha Franklin,Jump to It,42.0,0.823,0.611,-8.899,0,0.136,0.127,0.206,0.872,119.569,4.0,5.0,6.687783333333333
1499,Of Monsters and Men,Slow And Steady,51.0,0.316,0.803,-7.143,0,0.0543,0.0172,0.36,0.308,117.233,4.0,10.0,5.026883333333333
1500,Nairobi,Funky Soul Makossa,27.0,0.915,0.827,-7.715,1,0.137,0.0411,0.0618,0.791,118.07,4.0,5.0,4.93755
1501,Sepultura,Arise,53.0,0.372,0.961,-6.765,0,0.0931,1.52e-05,0.0916,0.159,115.336,4.0,8.0,3.3037833333333335
1502,Remi Wolf,Photo ID,71.0,0.822,0.66,-3.637,1,0.0819,0.111,0.143,0.802,113.956,4.0,6.0,4.42105
1503,Tiwa Savage,Koroba,55.0,0.85,0.645,-6.302,0,0.0611,0.358,0.09,0.93,104.022,4.0,9.0,2.6075666666666666
1504,Geeshie Wiley,Last Kind Words Blues,32.0,0.393,0.315,-11.066,1,0.0305,0.939,0.252,0.376,137.741,4.0,2.0,3.0166666666666666
1505,The Kid LAROI,WITHOUT YOU,91.0,0.662,0.413,-7.357,1,0.0299,0.213,0.134,0.467,93.005,4.0,9.0,2.68975
1506,mui zyu,pour a brain,30.0,0.557,0.289,-12.165,1,0.0282,0.562,0.108,0.138,120.031,4.0,6.0,3.46525
1507,Metallica,Enter Sandman,79.0,0.577,0.828,-8.691,0,0.0298,0.00213,0.0581,0.604,123.257,4.0,10.0,5.521116666666667
1508,Thee Mighty Caesars,Oh Yeah,10.0,0.478,0.714,-4.033,1,0.0417,0.694,0.353,0.731,112.234,4.0,2.0,2.69045
1509,Phantom Elite,The Race,42.0,0.351,0.937,-5.445,1,0.0768,0.000429,0.34,0.286,199.935,4.0,8.0,3.8486666666666665
1510,Acceptance,In Too Far,42.0,0.423,0.885,-4.003,1,0.0481,0.000672,0.106,0.628,75.192,4.0,10.0,2.89155
1511,Parquet Courts,Black And White,37.0,0.318,0.975,-4.21,1,0.0926,0.00562,0.345,0.668,174.206,4.0,1.0,3.0497833333333335
1512,Talking Heads,Once in a Lifetime - 2005 Remaster,70.0,0.644,0.919,-6.289,1,0.0561,0.181,0.622,0.871,117.459,4.0,10.0,4.331783333333333
1513,Classic Case,Hospitalized,35.0,0.432,0.965,-3.673,0,0.0954,2.5e-05,0.348,0.396,96.508,4.0,10.0,3.0233333333333334
1514,CHUNG HA,Demente - Spanish Version,58.0,0.802,0.852,-1.851,1,0.0604,0.0404,0.0539,0.685,100.029,4.0,9.0,2.729983333333333
1515,Hands Like Houses,The Water,52.0,0.47,0.902,-4.544,1,0.129,0.00419,0.153,0.607,156.094,4.0,10.0,3.2333333333333334
1516,Sodom,Glock 'n' Roll,28.0,0.443,0.991,-5.792,1,0.121,7.19e-06,0.738,0.0654,102.478,4.0,8.0,5.0377833333333335
1517,Felix Trapp,Die Wanderbiene,51.0,0.629,0.123,-19.583,1,0.077,0.994,0.112,0.313,101.034,4.0,7.0,3.163533333
1518,Superbloom,Level Head,24.0,0.505,0.987,-4.037,1,0.0464,1.28e-05,0.137,0.848,140.148,4.0,10.0,1.8763833333333333
1519,The Struts,Primadonna Like Me,44.0,0.53,0.949,-2.699,1,0.0459,3.59e-05,0.378,0.836,137.011,4.0,10.0,3.3950833333333335
1520,Howlin' Wolf,How Many More Years,45.0,0.657,0.642,-12.98,1,0.085,0.926,0.12,0.737,110.543,4.0,2.0,2.7171166666666666
1521,Soccer Mommy,bloodstream,53.0,0.59,0.647,-6.195,1,0.0246,0.483,0.141,0.615,172.033,4.0,6.0,5.623783333333333
1522,Nita Strauss,Our Most Desperate Hour,34.0,0.514,0.943,-3.932,0,0.0471,5.98e-06,0.15,0.454,110.01,4.0,8.0,4.079233333333334
1523,Udit Narayan,Papa Kahte They,30.0,0.173,0.307,-12.555,1,0.0329,0.398,0.116,0.0658,97.36,3.0,3.0,3.97355
1524,Prospective,Against All Odds,31.0,0.444,0.979,-4.319,1,0.158,0.000188,0.293,0.277,161.978,4.0,8.0,3.0251166666666665
1525,J. Cole,p u n c h i n ‘ . t h e . c l o c k,81.0,0.769,0.74,-6.579,0,0.378,0.197,0.171,0.692,94.104,4.0,5.0,1.8763166666666666
1526,Hein Cooper,Rusty,47.0,0.87,0.571,-7.667,1,0.0391,0.157,0.0992,0.858,119.983,4.0,9.0,3.3097
1527,Big Walter Horton,Little Boy Blue,25.0,0.382,0.33,-15.964,0,0.0784,0.385,0.196,0.647,205.835,3.0,2.0,3.2428833333333333
1528,Courtney Barnett,"Nameless, Faceless",38.0,0.552,0.873,-5.146,0,0.033,5.99e-05,0.067,0.508,121.965,4.0,1.0,3.2477833333333335
1529,Little Walter,Juke,50.0,0.566,0.657,-10.33,1,0.0693,0.751,0.156,0.643,145.359,4.0,2.0,2.7482166666666665
1530,Gomez,Whippin' Piccadilly,37.0,0.731,0.489,-10.365,1,0.0439,0.564,0.318,0.691,114.673,4.0,10.0,3.2037833333333334
1531,King's X,Dogman,44.0,0.543,0.891,-7.084,1,0.0431,0.000262,0.165,0.393,142.633,4.0,8.0,4.0262166666666666
1532,Father John Misty,Everything Is Free - Recorded at Spotify Studios NYC,48.0,0.506,0.0952,-13.51,1,0.0385,0.91,0.111,0.162,111.163,4.0,1.0,4.428116666666667
1533,Lamb of God,Redneck,63.0,0.512,0.996,-2.1,1,0.114,5.63e-05,0.347,0.0601,130.931,4.0,8.0,3.6813333333333333
1534,Chris Stapleton,Whiskey Sunrise,60.0,0.545,0.537,-6.989,1,0.0352,0.39,0.12,0.525,114.385,3.0,10.0,3.374
1535,P!nk,Get the Party Started,69.0,0.802,0.904,-3.267,0,0.0459,0.00108,0.173,0.961,128.931,4.0,9.0,3.2088833333333335
1536,Lunatic Soul,Navvie,37.0,0.639,0.701,-12.343,1,0.0316,0.699,0.15,0.7,102.031,3.0,8.0,4.053
1537,Zach Zoya,Patience,44.0,0.441,0.583,-8.489,1,0.305,0.273,0.126,0.449,171.702,4.0,5.0,3.3403666666666667
1538,Brittany Howard,13th Century Metal - Michael Kiwanuka Mix,42.0,0.55,0.602,-10.286,1,0.0467,0.689,0.0866,0.681,101.328,4.0,10.0,5.040616666666667
1539,Chilly Gonzales,The Tearjerker Returns,48.0,0.354,0.00717,-23.13,0,0.0413,0.987,0.0959,0.116,80.517,4.0,6.0,3.54985
1540,Jon Batiste,I NEED YOU,59.0,0.818,0.639,-6.383,1,0.165,0.0172,0.137,0.886,112.955,4.0,9.0,2.6188833333333332
1541,Breaking Benjamin,Dear Agony,61.0,0.358,0.75,-3.572,1,0.0414,8.49e-05,0.113,0.218,125.103,4.0,10.0,4.304216666666667
1542,Hound Dog Taylor,"Wild About You, Baby",33.0,0.509,0.53,-15.929,0,0.0389,0.14,0.321,0.969,123.037,4.0,2.0,3.651116666666667
1543,Mekaal Hassan Band,Kinaray,24.0,0.433,0.464,-10.741,1,0.0341,0.635,0.121,0.128,143.78,4.0,0.0,4.350166667
1544,In The Whale,Drug Dealer,32.0,0.275,0.933,-5.14,0,0.0879,6.86e-05,0.206,0.164,100.47,4.0,6.0,2.8214
1545,Caliban,Memorial,44.0,0.448,0.913,-3.094,0,0.0399,3.92e-05,0.236,0.233,92.482,4.0,8.0,4.349116666666666
1546,Daniel Deluxe,Darkness,52.0,0.638,0.637,-10.727,1,0.0332,0.0429,0.11,0.0664,95.989,4.0,6.0,4.2915
1547,Fear Factory,Replica,54.0,0.574,0.943,-5.238,1,0.0769,3.69e-05,0.366,0.72,112.009,4.0,8.0,3.956
1548,Velvet Revolver,Sucker Train Blues,43.0,0.261,0.993,-5.622,1,0.377,0.000292,0.637,0.0958,173.371,4.0,10.0,4.462883333333333
1549,Architechs,Body Groove - Mix Mc Version,56.0,0.872,0.707,-7.911,1,0.0513,0.0362,0.27,0.92,132.955,4.0,5.0,5.258883333333333
